标题,链接,服务,dsr,店铺名,价格,付款人数,发货地,好评率,动态评分,店铺类型,店铺等级
南极人新西兰羊毛被子冬被加厚保暖棉被芯单人空调双人春秋褥,https://detail.tmall.com/item.htm?id=575854737952&ns=1&abbucket=10,"天猫,",黄黄红,南极人家纺旗舰店,148.00,2005人收货,上海,,"0.00%,0.00%,11.97%,",天猫店,
好伴侣全棉加厚澳洲羊毛单人双人保暖加厚印花被子芯秋冬季新款,https://detail.tmall.com/item.htm?id=562491034803&ns=1&abbucket=10,"天猫,",黄黄红,好伴侣家纺旗舰店,159.00,1670人收货,,,"0.00%,0.00%,10.63%,",天猫店,
羊毛被加厚保暖棉絮被褥被子冬被全棉被芯春秋冬被学生宿舍单双人,https://item.taobao.com/item.htm?id=576268547160&ns=1&abbucket=10#detail,"金牌卖家,",红红红,梦里的秘密2014,96.00,1631人收货,江苏 南通,好评率：94.07%,"83.54%,83.75%,87.85%,",淘宝c店,2冠
水星家纺抗菌羊毛被子春秋被加厚保暖冬被冬季被芯2018新品,https://detail.tmall.com/item.htm?id=573651100030&ns=1&abbucket=10,"天猫,",黄黄红,水星家纺品牌专卖店,299.00,882人收货,上海,,"0.00%,0.00%,8.03%,",天猫店,
富安娜蚕丝被春秋子母被二合一羊毛被芯单人双人全棉冬加厚保暖,https://detail.tmall.com/item.htm?id=40505128265&ns=1&abbucket=10,"天猫,",黄黄红,富安娜官方旗舰店,799.00,837人收货,,,"0.00%,0.00%,7.22%,",天猫店,
恒源祥羊毛被子母被芯12斤加厚保暖冬被9斤棉被双人学生春秋褥,https://detail.tmall.com/item.htm?id=45656049163&ns=1&abbucket=10,"天猫,公益宝贝,",黄红红,恒源祥和气致祥专卖店,209.00,798人收货,,,"0.00%,7.53%,11.01%,",天猫店,
水星家纺羊毛抗菌被雅芙欧洲羊毛春秋被加厚保暖被子秋冬芯预售,https://detail.tmall.com/item.htm?id=575859537394&ns=1&abbucket=10,"天猫,",黄黄红,水星旗舰店,269.00,768人收货,上海,,"0.00%,0.00%,8.26%,",天猫店,
澳洲纯羊毛被绵羊羊绒冬被加厚保暖学生被子被芯被褥春秋双人空调,https://detail.tmall.com/item.htm?id=575465011893&ns=1&abbucket=10,"天猫,",红红红,皮尔卡丹有侑专卖店,219.00,763人收货,上海,,"66.80%,73.55%,76.75%,",天猫店,
恒源祥家纺 羊毛被澳毛被芯春秋被双人被子被芯棉被保暖加厚冬,https://detail.tmall.com/item.htm?id=40389403770&ns=1&abbucket=10,"天猫,",黄红红,恒源祥家纺官方旗舰店,311.00,733人收货,上海,,"0.00%,12.49%,13.70%,",天猫店,
水星家纺 羊毛被秋冬被芯双人被子被芯全棉被芯 保暖加厚冬,https://detail.tmall.com/item.htm?id=13041106598&ns=1&abbucket=10,"天猫,",黄黄红,水星旗舰店,239.00,723人收货,上海,,"0.00%,0.00%,8.26%,",天猫店,
加厚保暖植物羊绒羽丝绒冬被芯单双人绒秋冬被棉被子1.5 2m,https://item.taobao.com/item.htm?id=575101015402&ns=1&abbucket=10#detail,"金牌卖家,",蓝蓝黄,站在跑道上,389.00,608人收货,江苏 南通,好评率：97.83%,"0.94%,0.71%,0.00%,",淘宝c店,5钻
澳洲纯羊毛被绵羊羊绒冬被加厚保暖全棉被子被芯被褥春秋双人空调,https://detail.tmall.com/item.htm?id=575851452452&ns=1&abbucket=10,"天猫,",红红红,皇朝家私旗舰店,229.00,532人收货,上海,,"37.18%,53.60%,54.43%,",天猫店,
羊羔绒被子羊毛被芯冬被双人加厚保暖8/10斤棉被冬季单人学生宿舍,https://item.taobao.com/item.htm?id=561543981716&ns=1&abbucket=10#detail,"金牌卖家,",红红红,hjf1700,78.00,516人收货,江苏 南通,好评率：99.69%,"68.50%,68.43%,61.11%,",淘宝c店,4钻
水星家纺 100%羊毛春秋被 加厚纯羊毛被子保暖被芯珍藏欧洲,https://detail.tmall.com/item.htm?id=575693448941&ns=1&abbucket=10,"天猫,",黄黄红,水星旗舰店,369.00,419人收货,上海,,"0.00%,0.00%,8.26%,",天猫店,
正品澳洲羊毛被100%纯羊毛加厚冬被芯单双人春秋被学生子礼品,https://item.taobao.com/item.htm?id=577037686234&ns=1&abbucket=10#detail,"15天退换,",红红红,love梦想家居馆,68.00,410人收货,上海,好评率：98.60%,"31.82%,45.18%,55.45%,",淘宝c店,5钻
羊毛被全棉澳洲驼绒被芯羊绒10斤冬被加厚保暖棉被子芯单人冬季,https://item.taobao.com/item.htm?id=558032796780&ns=1&abbucket=10#detail,"金牌卖家,15天退换,公益宝贝,",红红红,罗莱家纺8666,159.04,383人收货,江苏 南通,好评率：98.48%,"42.78%,39.60%,50.24%,",淘宝c店,1冠
水星家纺抗菌100%澳洲羊毛被纯羊毛冬被加厚保暖冬季进口芯,https://detail.tmall.com/item.htm?id=522556400609&ns=1&abbucket=10,"天猫,",黄黄红,水星旗舰店,449.00,368人收货,上海,,"0.00%,0.00%,8.26%,",天猫店,
恒源祥100%纯羊毛被冬被澳洲加厚8斤9斤保暖冬天棉春秋芯子,https://detail.tmall.com/item.htm?id=575402837004&ns=1&abbucket=10,"天猫,",黄红红,恒源祥凡士专卖店,229.00,354人收货,,,"0.00%,4.46%,8.54%,",天猫店,
lovo家纺澳洲羊毛被子被芯床上用品单双人床12/1.5/1.8床学生成人,https://detail.tmall.com/item.htm?id=575963302347&ns=1&abbucket=10,"天猫,",红红红,lovo官方旗舰店,299.00,341人收货,江苏 南通,,"1.86%,21.13%,22.59%,",天猫店,
全棉羊毛被冬被100%澳洲羊毛保暖加厚羊绒被芯单双人学生春秋子,https://item.taobao.com/item.htm?id=575126220322&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,武向辉888,88.00,325人收货,上海,好评率：96.57%,"34.62%,21.37%,22.52%,",淘宝c店,2钻
埃迪蒙托 羊毛被芯被子冬被非全棉加厚保暖双人单人床8斤宿舍,https://detail.tmall.com/item.htm?id=522556725226&ns=1&abbucket=10,"天猫,",红红红,埃迪蒙托旗舰店,299.00,312人收货,广东 深圳,,"36.43%,38.56%,38.60%,",天猫店,
富安娜家纺澳洲羊毛被子被芯保暖加厚被褥单人双人春秋全棉冬,https://detail.tmall.com/item.htm?id=17551243053&ns=1&abbucket=10,"天猫,",黄黄红,富安娜官方旗舰店,599.00,309人收货,,,"0.00%,0.00%,7.22%,",天猫店,
加厚保暖棉被羊羔绒法莱绒冬被学生单人双人宿舍冬季子芯,https://item.taobao.com/item.htm?id=549737076179&ns=1&abbucket=10#detail,"公益宝贝,",蓝蓝蓝,厚道32619192,84.51,308人收货,江苏 南通,好评率：97.83%,"2.28%,0.72%,1.12%,",淘宝c店,4钻
小绵羊澳洲100%纯羊毛被冬被冬季被子被芯加厚保暖单人双人,https://detail.tmall.com/item.htm?id=556318414915&ns=1&abbucket=10,"天猫,",黄红红,小绵羊床品旗舰店,199.00,307人收货,上海,,"0.00%,14.49%,15.49%,",天猫店,
羊毛被冬被双人春秋被单人学生棉被芯成人被褥被子特价包邮大促销,https://item.taobao.com/item.htm?id=576574927324&ns=1&abbucket=10#detail,,红红红,南通家纺贸易中心,278.00,298人收货,,好评率：96.95%,"9.45%,13.05%,22.44%,",淘宝c店,5钻
进口澳洲羊毛被子100%纯羊毛被芯加厚保暖冬被羊绒单双人春秋,https://item.taobao.com/item.htm?id=576595965536&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,床上的荷花,208.00,295人收货,上海,好评率：99.66%,"82.95%,79.49%,81.10%,",淘宝c店,3钻
羊毛被100%澳洲纯羊毛被子单双人春秋被学生棉被冬加厚保暖芯,https://item.taobao.com/item.htm?id=577210051818&ns=1&abbucket=10#detail,"金牌卖家,15天退换,",红红红,如意家纺1989,65.00,292人收货,上海,好评率：99.18%,"33.25%,43.05%,49.97%,",淘宝c店,3钻
正品澳洲羊毛被100%纯羊毛加厚冬被芯单双人春秋被学生子礼品,https://item.taobao.com/item.htm?id=576587441357&ns=1&abbucket=10#detail,"公益宝贝,",红红红,fhhtb66,78.00,272人收货,上海,好评率：96.36%,"17.45%,26.62%,2.18%,",淘宝c店,2钻
花雨伞澳洲100%纯羊毛被秋冬加厚被子被芯春秋被学生保暖冬双人,https://detail.tmall.com/item.htm?id=577181046395&ns=1&abbucket=10,"天猫,",红红红,花雨伞家纺旗舰店,148.00,264人收货,,,"62.98%,47.78%,57.63%,",天猫店,
恒源祥被子澳洲100%纯羊毛被全棉被芯结婚单双人加厚保暖春秋冬,https://detail.tmall.com/item.htm?id=44844110724&ns=1&abbucket=10,"天猫,",红红红,fazeya彩羊梦沁园专卖店,298.00,260人收货,,,"19.61%,20.25%,15.27%,",天猫店,
澳洲羊毛被子被芯冬被单双人100%纯羊毛加厚保暖学生宿舍春秋褥,https://detail.tmall.com/item.htm?id=576730707365&ns=1&abbucket=10,"天猫,",红红红,sensleep旗舰店,299.00,243人收货,安徽 合肥,,"90.99%,90.56%,88.74%,",天猫店,
驼毛被子冬被芯加厚保暖羽丝绒棉被心单双人正品羊毛冬季驼绒,https://detail.tmall.com/item.htm?id=36524480802&ns=1&abbucket=10,"天猫,",红红红,蓝联旗舰店,129.00,243人收货,江苏 南通,,"25.07%,42.35%,40.11%,",天猫店,
梦洁宝贝羊毛被冬被加厚学生被芯保暖进口羊毛柔软蓬松儿童子,https://detail.tmall.com/item.htm?id=35579571046&ns=1&abbucket=10,"天猫,公益宝贝,",黄红红,梦洁宝贝旗舰店,368.00,242人收货,湖南 长沙,,"0.00%,13.09%,29.33%,",天猫店,
水星家纺羊毛柔丝二合一被子母被加厚保暖羊毛被芯双人被子,https://detail.tmall.com/item.htm?id=18066027269&ns=1&abbucket=10,"天猫,",黄黄红,水星旗舰店,449.00,241人收货,上海,,"0.00%,0.00%,8.26%,",天猫店,
恒源祥进口澳洲100%纯羊毛被单双人羊绒被芯保暖羊毛子加厚冬,https://detail.tmall.com/item.htm?id=40757657841&ns=1&abbucket=10,"天猫,公益宝贝,",红红红,恒源祥惠丹专卖店,269.00,237人收货,,,"6.85%,6.23%,7.11%,",天猫店,
羊羔绒冬被加厚保暖8斤宿舍冬季学生棉被双人羊毛被春秋子芯,https://item.taobao.com/item.htm?id=538712770437&ns=1&abbucket=10#detail,,黄红红,jin256330,89.30,223人收货,江苏 南通,好评率：99.05%,"0.00%,22.84%,0.84%,",淘宝c店,1钻
羊毛被加厚保暖被褥被子冬被棉被芯春秋被冬被学生宿舍单双人,https://item.taobao.com/item.htm?id=577562810516&ns=1&abbucket=10#detail,"金牌卖家,",红红红,丽馨家纺1988,278.00,223人收货,江苏 南通,好评率：98.32%,"19.68%,34.20%,34.14%,",淘宝c店,5钻
海浪冬季加厚保暖澳洲羊毛被 春秋被子单人被芯被褥双人冬特价2,https://item.taobao.com/item.htm?id=565656009480&ns=1&abbucket=10#detail,"金牌卖家,",红红红,凤凰家纺11,99.00,221人收货,江苏 南通,好评率：98.08%,"22.91%,35.37%,42.05%,",淘宝c店,3冠
恋人水星家纺羊毛被100%澳洲纯羊毛单双人春秋羊绒加厚保暖冬,https://item.taobao.com/item.htm?id=576358261674&ns=1&abbucket=10#detail,,红红红,雯莱纺织,88.00,217人收货,江苏 南通,好评率：100.00%,"97.66%,100.00%,100.00%,",淘宝c店,5心
被子冬被加厚保暖羊毛被全棉被芯单双人棉被学生宿舍棉絮春秋褥,https://item.taobao.com/item.htm?id=577205939367&ns=1&abbucket=10#detail,,蓝黄红,葵日家居生活馆,198.00,212人收货,江苏 南通,好评率：95.67%,"1.18%,0.00%,22.27%,",企业店铺,5钻
羊毛被100%澳洲纯羊毛冬被加厚保暖学生宿舍单人春秋双人芯子,https://detail.tmall.com/item.htm?id=41712498897&ns=1&abbucket=10,"天猫,公益宝贝,",红红红,维科家居旗舰店,229.00,206人收货,浙江 宁波,,"18.70%,33.52%,45.43%,",天猫店,
多喜爱秋冬新品羊毛被磨毛保暖冬被双人被子尼克蓄胆多层,https://detail.tmall.com/item.htm?id=573596519075&ns=1&abbucket=10,"天猫,",黄红红,多喜爱旗舰店,299.00,206人收货,上海,,"0.00%,2.79%,17.10%,",天猫店,
恒源祥澳洲进口纯羊毛被子 加厚保暖冬被棉被春秋双人芯空调,https://detail.tmall.com/item.htm?id=535932022269&ns=1&abbucket=10,"天猫,",黄红红,恒源祥海洋时代专卖店,249.00,204人收货,,,"0.00%,0.84%,8.16%,",天猫店,
【天天特价】炫耀水星驼毛被正品100%纯驼毛绒羊毛春秋冬加厚,https://item.taobao.com/item.htm?id=564520042412&ns=1&abbucket=10#detail,,红红红,姗姗时尚家居城,99.00,185人收货,江苏 南通,好评率：97.55%,"56.72%,33.07%,26.72%,",淘宝c店,5钻
罗莱家纺羊毛被冬季保暖双人被子加厚羊毛被芯暖绒冬棉礼盒装,https://detail.tmall.com/item.htm?id=537333699700&ns=1&abbucket=10,"天猫,",红红红,罗莱官方旗舰店,399.00,179人收货,江苏 南通,,"3.37%,8.65%,13.93%,",天猫店,
恒源祥进口澳洲羊毛被子冬被春秋被双人学生宿舍加厚保暖棉芯,https://detail.tmall.com/item.htm?id=556378257656&ns=1&abbucket=10,"天猫,公益宝贝,",红红红,恒源祥惠丹专卖店,199.00,166人收货,,,"6.85%,6.23%,7.11%,",天猫店,
多喜爱新品羊毛冬被子磨毛被芯1.2m1.5m1.8m暖阳阳澳洲,https://detail.tmall.com/item.htm?id=573505574173&ns=1&abbucket=10,"天猫,",黄红红,多喜爱旗舰店,299.00,164人收货,上海,,"0.00%,2.79%,17.10%,",天猫店,
羊绒被2米 2米3,https://item.taobao.com/item.htm?id=575473205029&ns=1&abbucket=10#detail,"金牌卖家,",红红红,张氏皮草66,280.00,150人收货,河北 邢台,好评率：99.37%,"56.00%,57.10%,56.49%,",淘宝c店,4钻
罗莱家纺床上用品被子被芯四季被子母被W二合一羊毛纤维子母,https://detail.tmall.com/item.htm?id=536646036210&ns=1&abbucket=10,"天猫,",红红红,罗莱官方旗舰店,449.00,150人收货,江苏 南通,,"3.37%,8.65%,13.93%,",天猫店,
驼毛被100%纯驼绒冬被加厚保暖羊毛被春秋季10/6/8斤夏凉子棉芯,https://item.taobao.com/item.htm?id=560357735931&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,心想事成家居用品,66.00,148人收货,,好评率：98.76%,"47.50%,49.00%,47.36%,",淘宝c店,2钻
羊毛被100%澳洲纯羊毛被子单双人春秋被学生棉被冬加厚保暖芯,https://item.taobao.com/item.htm?id=576260421693&ns=1&abbucket=10#detail,,红红红,爱琪一被子,58.00,145人收货,上海,好评率：99.14%,"19.35%,27.25%,37.01%,",淘宝c店,3钻
恒源祥羊毛被100%纯羊毛加厚保暖双人纯棉羊绒被棉春秋冬褥,https://item.taobao.com/item.htm?id=576752237382&ns=1&abbucket=10#detail,"金牌卖家,15天退换,",红红红,mm王小凯,308.00,139人收货,安徽 安庆,好评率：98.79%,"84.46%,82.44%,80.49%,",企业店铺,5钻
礼品被子礼盒装驼绒被芯驼毛被会销品批發双人羊毛冬被春秋包邮,https://item.taobao.com/item.htm?id=549902410383&ns=1&abbucket=10#detail,,蓝蓝蓝,水星国际888,24.80,137人收货,江苏 南通,好评率：98.98%,"3.16%,1.70%,1.06%,",淘宝c店,1冠
正品促销澳洲纯羊毛被芯加厚保暖被子冬被春秋单双人冬天头,https://item.taobao.com/item.htm?id=575105190636&ns=1&abbucket=10#detail,,蓝黄红,tb0417855_2012,198.00,134人收货,江苏 南通,好评率：98.61%,"0.99%,0.00%,8.33%,",淘宝c店,4钻
桓源祥羊毛被正品100%澳洲纯羊毛加厚保暖单双人学生全棉羊绒冬,https://item.taobao.com/item.htm?id=577015486736&ns=1&abbucket=10#detail,,红红红,许愿池那少女,108.00,132人收货,江苏 南通,好评率：97.96%,"100.00%,100.00%,100.00%,",淘宝c店,4心
100%加厚羊毛被驼毛冬被保暖棉被子单双人结婚庆芯羊绒春秋学生,https://item.taobao.com/item.htm?id=577136448171&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,banenning,58.00,131人收货,江苏 南通,好评率：98.56%,"6.75%,12.77%,38.60%,",淘宝c店,4钻
富安娜馨而乐澳洲羊毛春秋冬厚被子单人1.5m双人1.8米床品芯,https://detail.tmall.com/item.htm?id=566988201389&ns=1&abbucket=10,"天猫,",黄黄红,富安娜官方旗舰店,499.00,129人收货,,,"0.00%,0.00%,7.22%,",天猫店,
雅兰家纺羊毛被芯冬被1.5米被子1.8米加厚保暖双人子儿童单人,https://detail.tmall.com/item.htm?id=39272232410&ns=1&abbucket=10,"天猫,",黄红红,雅兰家纺旗舰店,199.00,129人收货,广东 惠州,,"0.00%,19.35%,26.41%,",天猫店,
羊羔绒被子加厚保暖被芯全棉双面绒法莱绒羊绒棉单双人学生冬2m,https://item.taobao.com/item.htm?id=572512636342&ns=1&abbucket=10#detail,"公益宝贝,",红红红,红尘有你每一天,36.00,125人收货,江苏 南通,好评率：98.87%,"15.98%,26.26%,46.17%,",淘宝c店,1钻
羊毛被100%纯羊毛秋冬被加厚纯棉面料澳洲羊毛被芯单双人子定制,https://item.taobao.com/item.htm?id=575377261398&ns=1&abbucket=10#detail,"金牌卖家,15天退换,",红红红,海阔天空12223,338.00,123人收货,河北 邢台,好评率：100.00%,"96.08%,95.29%,90.71%,",淘宝c店,1钻
南极人澳洲羊毛被子被芯加厚保暖冬被棉被单人春秋双人空调,https://detail.tmall.com/item.htm?id=575147019843&ns=1&abbucket=10,"天猫,",蓝蓝蓝,南极人维米专卖店,139.00,122人收货,,,"1.09%,1.09%,0.95%,",天猫店,
罗莱家纺羊毛被冬天床上用品100%羊毛被子被芯保暖加厚单双人,https://detail.tmall.com/item.htm?id=557199842771&ns=1&abbucket=10,"天猫,",红红红,罗莱官方旗舰店,769.00,115人收货,江苏 南通,,"3.37%,8.65%,13.93%,",天猫店,
澳洲羊毛被100%纯羊毛被芯加厚保暖冬被单双人全棉春秋羊绒子,https://item.taobao.com/item.htm?id=575054219904&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,亚寿家纺企业店,99.00,110人收货,江苏 南通,好评率：99.04%,"11.82%,26.85%,29.13%,",企业店铺,4钻
羊毛被冬被被子加厚保暖棉被芯10冬天保暖被芯学生宿舍8斤单人,https://detail.tmall.com/item.htm?id=540107144106&ns=1&abbucket=10,"天猫,",红红红,爱斯基摩人家纺旗舰,239.00,108人收货,,,"2.29%,18.36%,17.92%,",天猫店,
加厚8斤羊毛被子夏凉被纯羊毛秋冬被驼毛绒双人被芯礼品子特价,https://item.taobao.com/item.htm?id=537565579191&ns=1&abbucket=10#detail,,蓝蓝蓝,乐购家居111,88.00,104人收货,江苏 南通,好评率：99.32%,"2.81%,2.35%,2.92%,",淘宝c店,2冠
富安娜圣之花被子冬被宿舍单人加厚保暖羊毛被芯双人1.8米床品,https://detail.tmall.com/item.htm?id=540885160449&ns=1&abbucket=10,"天猫,",黄黄红,富安娜官方旗舰店,680.00,103人收货,,,"0.00%,0.00%,7.22%,",天猫店,
博洋被子冬被全棉羊毛被纯羊毛礼品被芯双人冬季加厚保暖春秋,https://detail.tmall.com/item.htm?id=3408373837&ns=1&abbucket=10,"天猫,",黄红红,博洋家纺旗舰店,369.00,102人收货,浙江 宁波,,"0.00%,18.25%,25.06%,",天猫店,
冬季羽丝绒羊绒棉冬被加厚保暖双人被芯单人学生宿舍子6斤磨毛,https://item.taobao.com/item.htm?id=575036840591&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,馨梦缘床饰,52.80,100人收货,江苏 南通,好评率：99.50%,"47.44%,36.79%,37.71%,",淘宝c店,3钻
远梦冬被被子澳洲羊毛被双人加厚保暖冬季棉被春秋芯冬天学生,https://detail.tmall.com/item.htm?id=557944997700&ns=1&abbucket=10,"天猫,",蓝黄黄,远梦家居旗舰店,359.00,98人收货,广东 东莞,,"0.55%,0.00%,0.00%,",天猫店,
lovo家纺澳洲羊毛被子被芯防螨澳毛被床品单双人床1.2/1.5/1.8m床,https://detail.tmall.com/item.htm?id=576867247984&ns=1&abbucket=10,"天猫,",红红红,lovo官方旗舰店,299.00,97人收货,江苏 南通,,"1.86%,21.13%,22.59%,",天猫店,
正品羊毛被100%澳洲纯羊毛被子加厚保暖冬被羊绒被单双人春秋芯,https://item.taobao.com/item.htm?id=573018639084&ns=1&abbucket=10#detail,"金牌卖家,",红红红,国际世贸998,90.00,93人收货,上海,好评率：98.39%,"32.61%,53.12%,44.57%,",淘宝c店,4钻
馨而乐家纺澳洲进口羊毛被加厚保暖冬季被芯单人双人1.8春秋子,https://detail.tmall.com/item.htm?id=538933261145&ns=1&abbucket=10,"天猫,",红红红,馨而乐家纺官方旗舰店,299.00,91人收货,,,"24.63%,30.33%,32.71%,",天猫店,
澳洲进口羊毛被单人100%纯羊毛加厚冬被保暖全棉双人春秋芯冬季,https://item.taobao.com/item.htm?id=576951323807&ns=1&abbucket=10#detail,"全球购,金牌卖家,公益宝贝,",红红红,773582622qqcom,982.40,91人收货,上海,好评率：99.87%,"74.81%,75.21%,72.87%,",淘宝c店,3钻
恒源祥正品澳洲100%纯羊毛被子春秋被芯加厚保暖冬10斤棉双人,https://item.taobao.com/item.htm?id=573627517610&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,兔汪汪4563,138.00,90人收货,江苏 南通,好评率：99.16%,"19.64%,28.57%,19.68%,",淘宝c店,3钻
澳洲羊毛被冬被加厚保暖100%纯羊毛羊绒被子单人冬季春秋芯双人,https://item.taobao.com/item.htm?id=573893815559&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,她他爱国际,148.00,80人收货,江苏 南通,好评率：99.27%,"26.73%,19.43%,30.53%,",淘宝c店,3钻
水星家纺 100%澳洲羊毛被冬被加厚保暖双人被芯冬季被子秋冬,https://detail.tmall.com/item.htm?id=537695521138&ns=1&abbucket=10,"天猫,",黄黄红,水星旗舰店,499.00,80人收货,上海,,"0.00%,0.00%,8.26%,",天猫店,
华锦添羊毛被100%纯羊毛保暖加厚冬被单双人羊绒被芯春秋学生,https://detail.tmall.com/item.htm?id=576249686682&ns=1&abbucket=10,"天猫,",蓝蓝蓝,赛瑶家居专营店,119.00,78人收货,江苏 南通,,"1.52%,1.66%,1.38%,",天猫店,
小绵羊羊毛被100%纯羊毛冬被单人双人加厚保暖冬季子芯,https://detail.tmall.com/item.htm?id=556278128751&ns=1&abbucket=10,"天猫,",黄红红,小绵羊床品旗舰店,169.00,77人收货,上海,,"0.00%,14.49%,15.49%,",天猫店,
羊毛被100%澳洲纯羊毛被全棉加厚冬被子母被单双人芯春秋夏,https://item.taobao.com/item.htm?id=574716315531&ns=1&abbucket=10#detail,,红红红,爱蕊之家家纺,128.00,75人收货,江苏 南京,好评率：98.86%,"34.77%,32.36%,6.69%,",淘宝c店,3钻
迎馨家纺 春秋被子羊毛被芯四季被单双人磨毛加厚,https://detail.tmall.com/item.htm?id=574274671132&ns=1&abbucket=10,"天猫,天猫直送,",红红红,天猫超市,399.00,74人收货,上海,,"38.85%,31.60%,36.05%,",天猫店,
羊毛被100%澳洲纯羊毛加厚保暖单双人纯棉羊绒被春秋冬,https://item.taobao.com/item.htm?id=575854246688&ns=1&abbucket=10#detail,"15天退换,",红红红,小树苗长叶,258.00,74人收货,江苏 南通,好评率：97.73%,"93.95%,92.72%,67.72%,",企业店铺,4钻
澳洲羊毛被加厚纯羊毛被子6斤/8斤/10斤子母被春秋双人空调学生,https://item.taobao.com/item.htm?id=576971858988&ns=1&abbucket=10#detail,,蓝黄红,tb0417855_2012,198.00,72人收货,江苏 南通,好评率：98.61%,"0.99%,0.00%,8.33%,",淘宝c店,4钻
羊毛被子100%纯羊毛春秋被冬被单人双人学生宿舍加厚8斤羊绒芯,https://item.taobao.com/item.htm?id=557274296978&ns=1&abbucket=10#detail,"15天退换,",蓝蓝黄,大豪购物,88.00,72人收货,江苏 南通,好评率：98.40%,"0.69%,0.64%,0.00%,",淘宝c店,4钻
正品羊毛被100%纯羊毛加厚保暖冬被子春秋被子单双人秋冬礼品子,https://item.taobao.com/item.htm?id=573745419705&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,文君家纺999,75.00,72人收货,江苏 南通,好评率：98.64%,"40.12%,27.99%,69.59%,",淘宝c店,2钻
澳洲纯羊毛被子冬季被芯双人春秋被学生宿舍加厚保暖棉冬,https://item.taobao.com/item.htm?id=571277197328&ns=1&abbucket=10#detail,"15天退换,",蓝黄黄,cyj168866,199.00,71人收货,江苏 南通,好评率：98.22%,"0.92%,0.00%,0.00%,",淘宝c店,2冠
金喜路100%澳洲羊毛被子加厚被芯双人保暖冬被单人学生宿舍棉,https://detail.tmall.com/item.htm?id=15667442317&ns=1&abbucket=10,"天猫,",黄蓝蓝,金喜路家纺旗舰店,99.00,71人收货,上海,,"0.00%,0.76%,1.11%,",天猫店,
恒源祥羊毛被100%澳洲纯羊毛加厚保暖单双人纯棉羊绒春秋冬,https://item.taobao.com/item.htm?id=575468376379&ns=1&abbucket=10#detail,,红红红,温馨小家庭linzhen,158.00,70人收货,,好评率：100.00%,"100.00%,100.00%,100.00%,",淘宝c店,1钻
南极人澳洲纯羊毛被子被芯冬被冬季棉被加厚保暖春秋太空调褥,https://detail.tmall.com/item.htm?id=577390671098&ns=1&abbucket=10,"天猫,",蓝蓝蓝,南极人维米专卖店,129.00,70人收货,,,"1.09%,1.09%,0.95%,",天猫店,
澳洲纯羊毛被冬被单人双人加厚保暖冬季棉被春秋被芯冬天学生子,https://detail.tmall.com/item.htm?id=577379691425&ns=1&abbucket=10,"天猫,",黄红红,法兰卡丹旗舰店,168.00,69人收货,江苏 南通,,"0.00%,5.98%,31.19%,",天猫店,
小绵羊澳洲羊毛被100%纯羊毛冬被单双人冬季加厚保暖子芯,https://detail.tmall.com/item.htm?id=556191488646&ns=1&abbucket=10,"天猫,",黄红红,小绵羊床品旗舰店,319.00,68人收货,上海,,"0.00%,14.49%,15.49%,",天猫店,
全棉羊毛被100%澳洲纯羊毛加厚保暖单双人纯棉羊绒春秋冬芯,https://item.taobao.com/item.htm?id=577493349116&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,半成熟的眼线,78.00,68人收货,上海,好评率：97.67%,"97.25%,96.70%,96.75%,",淘宝c店,3钻
10斤加厚100%驼绒被子纯驼毛被冬被保暖羊毛被芯双人单人春秋棉,https://detail.tmall.com/item.htm?id=520190852080&ns=1&abbucket=10,"天猫,公益宝贝,",红红红,诗润姿家纺旗舰店,364.00,67人收货,,,"80.82%,66.28%,66.56%,",天猫店,
被子冬被棉被芯加厚保暖羊毛被羊羔绒10斤冬天双人学生单人床8斤,https://detail.tmall.com/item.htm?id=561111715870&ns=1&abbucket=10,"天猫,",蓝黄黄,汐语家纺旗舰店,199.00,67人收货,浙江 杭州,,"0.71%,0.00%,0.00%,",天猫店,
驼毛被驼绒被羊毛被加厚单双人冬被春秋被冬季保暖芯褥学生,https://item.taobao.com/item.htm?id=576693007117&ns=1&abbucket=10#detail,,红红红,南通家纺贸易中心,278.00,67人收货,,好评率：96.95%,"9.45%,13.05%,22.44%,",淘宝c店,5钻
正品羊毛被100%澳洲纯羊毛被芯全棉加厚春秋被羊绒学生冬单双人,https://item.taobao.com/item.htm?id=577375879985&ns=1&abbucket=10#detail,"15天退换,公益宝贝,",红红红,tb2877360_2012,128.00,66人收货,上海,好评率：97.66%,"100.00%,100.00%,100.00%,",淘宝c店,2钻
恒源祥家纺 羊毛被芯春秋被 单人双人秋冬被保暖加厚冬季芯子,https://detail.tmall.com/item.htm?id=39015437292&ns=1&abbucket=10,"天猫,",黄红红,恒源祥家纺官方旗舰店,283.00,65人收货,上海,,"0.00%,12.49%,13.70%,",天猫店,
